id,statement,label,label_name
RD-00746,疫苗不会引发DNA突变或染色体异常不是谣言,0,非谣言
RD-00747,月经血是身体的毒素是谣言,1,谣言
RD-00748,睡前避免重体力运动和过度情绪刺激不是谣言,0,非谣言
RD-00749,运动和良好作息是提升免疫力的基础不是谣言,0,非谣言
RD-00750,大部分痣是皮肤对日晒的一种反应，它们发展为黑色素瘤的可能性极小。不是谣言,0,非谣言
RD-00751,茶含鞣酸可能影响铁吸收建议饭后一小时饮用不是谣言,0,非谣言
RD-00752,心理康复需要全社会支持与理解不是谣言,0,非谣言
RD-00753,病毒在水中生存时间有限水处理工艺可杀灭不是谣言,0,非谣言
RD-00754,每天锻炼两小时才够是谣言,1,谣言
RD-00755,长期缺乏碳水会影响甲状腺功能不是谣言,0,非谣言
RD-00756,冬天洗冷水澡可以增强免疫是谣言,1,谣言
RD-00757,只吃水煮菜能减肥是谣言,1,谣言
RD-00758,高强度间歇训练燃脂效率高不是谣言,0,非谣言
RD-00759,社交恐惧是一种真实存在的障碍需正视不是谣言,0,非谣言
RD-00760,核酸检测安全可靠对身体无害不是谣言,0,非谣言
RD-00761,降压药扩张血管可使血管破裂是谣言,1,谣言
RD-00762,酸奶越酸越健康是谣言,1,谣言
RD-00763,全身喷洒酒精不可取应注重手部清洁不是谣言,0,非谣言
RD-00764,不运动时肌肉会变成脂肪是谣言,1,谣言
RD-00765,瓜果蔬菜不能包治百病但可丰富营养不是谣言,0,非谣言
RD-00766,人每天都需要吃补品是谣言,1,谣言
RD-00767,肌肉训练不一定导致变壮而是提升线条和代谢不是谣言,0,非谣言
RD-00768,黑芝麻能让白头发变黑是谣言,1,谣言
RD-00769,只练手臂能减少蝴蝶袖是谣言,1,谣言
RD-00770,宠物健康管理可降低疾病传播风险不是谣言,0,非谣言
RD-00771,脸干就是缺水多抹油是谣言,1,谣言
RD-00772,白酒泡蛇治风湿是谣言,1,谣言
RD-00773,蜂蜜并不适合糖尿病患者大量食用不是谣言,0,非谣言
RD-00774,午睡超过一小时更健康是谣言,1,谣言
RD-00775,婴儿身体太弱不宜接种疫苗是谣言,1,谣言
RD-00776,低脂饮食一定更健康是谣言,1,谣言
RD-00777,碳水安排在运动前后更利于维持训练状态不是谣言,0,非谣言
RD-00778,吃枸杞能补肾养肝明目全面调理是谣言,1,谣言
RD-00779,脚底发凉是肾虚表现是谣言,1,谣言
RD-00780,热水泡脚不等于补阳气但有助于循环不是谣言,0,非谣言
RD-00781,冰水伤胃需个体差异判断非一概而论不是谣言,0,非谣言
RD-00782,刮痧可能改善局部循环但无法清除所谓毒素不是谣言,0,非谣言
RD-00783,举重不会导致姿势畸形不是谣言,0,非谣言
RD-00784,不能睡午觉说明身体差是谣言,1,谣言
RD-00785,晚上吃饭就一定长胖是谣言,1,谣言
RD-00786,味精致癌是谣言,1,谣言
RD-00787,疫苗接种与儿童智商发育无负相关证据不是谣言,0,非谣言
RD-00788,营养不良可由单一饮食或偏食导致不是谣言,0,非谣言
RD-00789,通便就等于排毒养颜是谣言,1,谣言
RD-00790,黄瓜鸡蛋减肥法能快速健康瘦身是谣言,1,谣言
RD-00791,艾滋病不会通过马桶传播不是谣言,0,非谣言
RD-00792,每天跑步一小时一定能瘦是谣言,1,谣言
RD-00793,护眼灯能预防近视是谣言,1,谣言
RD-00794,洗脸后不抹水会长皱纹是谣言,1,谣言
RD-00795,发烧等轻微不适属正常免疫反应无需恐慌不是谣言,0,非谣言
RD-00796,喝奶茶也能瘦，只要控制热量是谣言,1,谣言
RD-00797,疫苗打了也会得病说明疫苗没用是谣言,1,谣言
RD-00798,艾滋病传播是因为道德败坏是谣言,1,谣言
RD-00799,私处有异味就是不干净是谣言,1,谣言
RD-00800,空气清新剂不能代替消毒剂不是谣言,0,非谣言
RD-00801,呼吸快就是心脏问题是谣言,1,谣言
RD-00802,米皮糠能护心、抗癌是谣言,1,谣言
RD-00803,性健康教育只适合成年人是谣言,1,谣言
RD-00804,喝醋不能软化血管不是谣言,0,非谣言
RD-00805,遮眼行为可能为屈光异常或斜视表现不是谣言,0,非谣言
RD-00806,红枣、红糖、红皮花生 补血是谣言,1,谣言
RD-00807,肚脐眼脏是毒素堆积是谣言,1,谣言
RD-00808,营养均衡远比偏信个别补品更重要不是谣言,0,非谣言
RD-00809,月经期间可以正常洗头无健康风险不是谣言,0,非谣言
RD-00810,洗澡时出汗就是排湿气是谣言,1,谣言
RD-00811,鸡蛋是优质蛋白来源每天1~2个为宜不是谣言,0,非谣言
RD-00812,桂圆属高糖果干不宜大量食用不是谣言,0,非谣言
RD-00813,精神疾病患者智力低下是谣言,1,谣言
RD-00814,疫苗会导致病毒变异是谣言,1,谣言
RD-00815,眨眼可润眼但不能改善屈光状态不是谣言,0,非谣言
RD-00816,男性只要阳痿就不再是男人是谣言,1,谣言
RD-00817,并非所有传染病患者都需住院不是谣言,0,非谣言
RD-00818,碘盐比无碘盐不健康是谣言,1,谣言
RD-00819,稀粥和米饭的营养价值有很大差异，稀粥容易消化，但其营养成分相对较少。不是谣言,0,非谣言
RD-00820,高血脂需饮食控制与必要时药物干预不是谣言,0,非谣言
RD-00821,饭后喝茶能去油解腻是谣言,1,谣言
RD-00822,吃阿胶能延缓衰老是谣言,1,谣言
RD-00823,血虚的人喝红枣水就能补回来是谣言,1,谣言
RD-00824,新冠疫苗能有效降低重症与死亡风险不是谣言,0,非谣言
RD-00825,打疫苗后发烧说明疫苗有毒是谣言,1,谣言
RD-00826,羊肉和西瓜相克不能同吃是谣言,1,谣言
RD-00827,孩子发烧捂汗退热好得快是谣言,1,谣言
RD-00828,吃素比吃荤更容易瘦是谣言,1,谣言
RD-00829,核桃富含脂肪酸但不能直接提高智力不是谣言,0,非谣言
RD-00830,狂犬病潜伏期可达几十年是谣言,1,谣言
RD-00831,眼皮跳是心脏问题是谣言,1,谣言
RD-00832,得了性病就等于不洁是谣言,1,谣言
RD-00833,疫苗推广由公共卫生数据支持非阴谋不是谣言,0,非谣言
RD-00834,黑色素沉淀是因为肾不好是谣言,1,谣言
RD-00835,母乳喂养超过两年会影响孩子独立是谣言,1,谣言
RD-00836,大米越白越好，说明纯净度高是谣言,1,谣言
RD-00837,过量补充维生素可能引起中毒不是谣言,0,非谣言
RD-00838,身上的所有癌症本身都没有传染性不是谣言,0,非谣言
RD-00839,太阳能板释放有害电磁辐射是谣言,1,谣言
RD-00840,胃疼就是胃癌前兆是谣言,1,谣言
RD-00841,用冰袋敷脸可以收缩毛孔是谣言,1,谣言
RD-00842,起得晚的人容易得病是谣言,1,谣言
RD-00843,五行理论可以指导所有医学判断是谣言,1,谣言
RD-00844,射精会导致智力下降是谣言,1,谣言
RD-00845,疫苗适用于不同年龄阶段有明确推荐不是谣言,0,非谣言
RD-00846,乳酸菌饮料不能助消化。不是谣言,0,非谣言
RD-00847,鼻子不通是肺的问题是谣言,1,谣言
RD-00848,吃茯苓能祛湿美白是谣言,1,谣言
RD-00849,酸奶可以空腹喝促进消化是谣言,1,谣言
RD-00850,合理摄入脂肪有助激素合成和维生素吸收不是谣言,0,非谣言
RD-00851,所谓“排毒”大多是伪概念身体已有解毒机制不是谣言,0,非谣言
RD-00852,生病不看医生调养就好是谣言,1,谣言
RD-00853,不出血的性行为不算真正性交是谣言,1,谣言
RD-00854,炒菜只用橄榄油最健康是谣言,1,谣言
RD-00855,肉吃多了会得癌是谣言,1,谣言
RD-00856,传染病防控是全球公共卫生任务不是谣言,0,非谣言
RD-00857,HPV疫苗推荐在性行为前接种效果最佳不是谣言,0,非谣言
RD-00858,晚上不能吃水果会伤脾胃是谣言,1,谣言
RD-00859,吃素就等于养生是谣言,1,谣言
RD-00860,打HPV疫苗会导致不孕是谣言,1,谣言
RD-00861,长时间保持高强度运动不如坚持可持续运动习惯不是谣言,0,非谣言
RD-00862,喝水不等于排毒肾脏和肝脏才是主要解毒器官不是谣言,0,非谣言
RD-00863,肉类容易腐烂不能多吃是谣言,1,谣言
RD-00864,奶茶里的奶是营养来源是谣言,1,谣言
RD-00865,发热并非都需要立即服用退热药不是谣言,0,非谣言
RD-00866,酒精不可口服仅适用于外部消毒不是谣言,0,非谣言
RD-00867,吃大蒜不能软化血管。血管一旦硬化，很难回到年轻柔软的状态，吃大蒜不行！醋泡洋葱不行！喝红酒也不行！不是谣言,0,非谣言
RD-00868,不吃早餐更健康是谣言,1,谣言
RD-00869,滴生姜擦头发能生发是谣言,1,谣言
RD-00870,吃蒜头能杀死新冠病毒是谣言,1,谣言
RD-00871,积极寻求心理帮助可防止问题恶化不是谣言,0,非谣言
RD-00872,心理疾病只能靠药物控制是谣言,1,谣言
RD-00873,深蹲若姿势正确不会让腿变粗不是谣言,0,非谣言
RD-00874,打HPV疫苗会乱经是谣言,1,谣言
RD-00875,心理咨询越做越依赖是谣言,1,谣言
RD-00876,跑步越多心脏越强壮是谣言,1,谣言
RD-00877,地暖热辐射并不致癌不是谣言,0,非谣言
RD-00878,乳腺结节一定会癌变是谣言,1,谣言
RD-00879,走路一万步就等于锻炼够了是谣言,1,谣言
RD-00880,辨证施治是中医核心应避免套用经验法则不是谣言,0,非谣言
RD-00881,不化妆就不会得干眼症是谣言,1,谣言
RD-00882,泡脚时间过长可能导致头晕疲劳不是谣言,0,非谣言
RD-00883,中医里没有急症只能调慢病是谣言,1,谣言
RD-00884,粗粮饼干不一定更健康。不是谣言,0,非谣言
RD-00885,心理病不配谈恋爱是谣言,1,谣言
RD-00886,热水泡脚需注意水温防止烫伤不是谣言,0,非谣言
RD-00887,接种疫苗会影响智商是谣言,1,谣言
RD-00888,洗脸水里加盐能杀菌祛痘是谣言,1,谣言
RD-00889,保持安静、暗光的环境有助睡眠不是谣言,0,非谣言
RD-00890,酸性体质理论并无现代科学依据不是谣言,0,非谣言
RD-00891,感冒不能喝牛奶是谣言,1,谣言
RD-00892,海鱼比淡水鱼更有营养是谣言,1,谣言
RD-00893,喝红酒可以预防癌症是谣言,1,谣言
RD-00894,心脏支架放了就不能运动是谣言,1,谣言
RD-00895,健康不是谣言,0,非谣言
RD-00896,揉肚脐可以治疗腹泻是谣言,1,谣言
RD-00897,黄瓜敷脸能美白祛斑是谣言,1,谣言
RD-00898,乳腺增生必须手术是谣言,1,谣言
RD-00899,吃补药能增强抵抗力对抗病毒是谣言,1,谣言
RD-00900,疫苗打了后代会畸形是谣言,1,谣言
RD-00901,自身免疫力作用有限仍需疫苗等干预不是谣言,0,非谣言
RD-00902,穿暴汗服出汗越多减肥越快是谣言,1,谣言
RD-00903,腹部冰敷能减脂是谣言,1,谣言
RD-00904,足底按摩无法诊断疾病只能舒缓压力不是谣言,0,非谣言
RD-00905,心理疾病可伴随身体症状如疲倦失眠不是谣言,0,非谣言
RD-00906,早产儿一定近视是谣言,1,谣言
RD-00907,所有疫苗都引发副作用是谣言,1,谣言
RD-00908,鼻腔冲洗不能代替疫苗和防护不是谣言,0,非谣言
RD-00909,打疫苗前吃水果会降低效果是谣言,1,谣言
RD-00910,每天做眼保健操就不会近视是谣言,1,谣言
RD-00911,肾虚了就一定阳痿是谣言,1,谣言
RD-00912,灸法穴位需医生确定不能随意使用不是谣言,0,非谣言
RD-00913,多吃醋能减肥是谣言,1,谣言
RD-00914,高血脂吃素就能治愈是谣言,1,谣言
RD-00915,营养缺乏会引发代谢紊乱，不利减脂不是谣言,0,非谣言
RD-00916,坐月子期间不能刷牙是谣言,1,谣言
RD-00917,运动完立刻洗澡有害健康是谣言,1,谣言
RD-00918,疫苗是导致不明发热的元凶是谣言,1,谣言
RD-00919,吃辣会让皮肤变黑是谣言,1,谣言
RD-00920,抑郁症吃点好吃的就好了是谣言,1,谣言
RD-00921,射精不会导致智力下降不是谣言,0,非谣言
RD-00922,疫苗注射位置一般不影响局部组织健康不是谣言,0,非谣言
RD-00923,“耳朵（耳垂）折痕”不可以作为预测冠心病的症状不是谣言,0,非谣言
RD-00924,黑枸杞没有特殊功效。不是谣言,0,非谣言
RD-00925,脱发多因遗传和激素无射精频率关系不是谣言,0,非谣言
RD-00926,脸色黑是肾功能不好是谣言,1,谣言
RD-00927,中药可以代替降糖药是谣言,1,谣言
RD-00928,怀孕后不必刻意进补，怀孕后较推荐的饮食原则是适量、均衡、多样化不是谣言,0,非谣言
RD-00929,笔直的黄瓜不是喷了避孕药不是谣言,0,非谣言
RD-00930,久坐屁股变大是谣言,1,谣言
RD-00931,传染病患者不应该结婚生子是谣言,1,谣言
RD-00932,每年接种流感疫苗是预防流感最有效的手段，可以显著降低接种者罹患流感和发生严重并发症的风险不是谣言,0,非谣言
RD-00933,疫苗不含微芯片不具追踪功能不是谣言,0,非谣言
RD-00934,按摩肚子可以减腹部脂肪是谣言,1,谣言
RD-00935,晚上喝一杯热牛奶，肯定能有个好睡眠是谣言,1,谣言
RD-00936,使用电脑需合理安排用眼与休息不是谣言,0,非谣言
RD-00937,睡前饮酒虽助眠但影响深睡眠质量不是谣言,0,非谣言
RD-00938,健康生活方式是预防慢病和癌症的核心不是谣言,0,非谣言
RD-00939,睡眠好的人不会做梦是谣言,1,谣言
RD-00940,胆固醇太低会增加死亡率是谣言,1,谣言
RD-00941,睡觉开灯会影响长高是谣言,1,谣言
RD-00942,癌症患者只要吃素就能自愈是谣言,1,谣言
RD-00943,部分矫正镜可夜间使用但需医生指导不是谣言,0,非谣言
RD-00944,中医术语如“上火”可对应多种现代病因不是谣言,0,非谣言
RD-00945,心理障碍者也可正常恋爱与结婚不是谣言,0,非谣言
RD-00946,精神疾病都是装出来逃避现实是谣言,1,谣言
RD-00947,睡觉朝西不好是谣言,1,谣言
RD-00948,蔬菜、肉类、海鲜，生吃更健康是谣言,1,谣言
RD-00949,体温正常就没问题是谣言,1,谣言
RD-00950,疫苗是外国控制中国人的工具是谣言,1,谣言
RD-00951,早产儿为近视高危人群需监测不是谣言,0,非谣言
RD-00952,器械与自由重量应结合训练目标选择不是谣言,0,非谣言
RD-00953,性病能通过共用马桶传播是谣言,1,谣言
RD-00954,长时间站立会导致静脉爆裂是谣言,1,谣言
RD-00955,热柠檬水能抗癌是谣言,1,谣言
RD-00956,药酒不适合所有人长期饮用有风险不是谣言,0,非谣言
RD-00957,自行“吊脖子”与去医院做“牵引”不是一回事，风险和危害很大不是谣言,0,非谣言
RD-00958,吃蓝莓能提高视力是谣言,1,谣言
RD-00959,高血压和天气变冷无关是谣言,1,谣言
RD-00960,打呼噜意味着睡得香、睡得深是谣言,1,谣言
RD-00961,素食者一定更长寿是谣言,1,谣言
RD-00962,多吃桂圆增强记忆力是谣言,1,谣言
RD-00963,失眠的人都很神经质是谣言,1,谣言
RD-00964,远视需根据年龄、度数和症状评估处理不是谣言,0,非谣言
RD-00965,胃口小就一定不容易胖是谣言,1,谣言
RD-00966,只要戴口罩就能完全防住新冠病毒是谣言,1,谣言
RD-00967,补药不能替代疫苗或抗病毒药物不是谣言,0,非谣言
RD-00968,呼吸平稳才是深度睡眠的表现不是谣言,0,非谣言
RD-00969,月经越多身体越排毒是谣言,1,谣言
RD-00970,躺着看书不会近视是谣言,1,谣言
RD-00971,热水泡脚可以通经络是谣言,1,谣言
RD-00972,人体并无“湿气”指标中医描述非现代概念不是谣言,0,非谣言
RD-00973,喝纯净水不会变酸性体质。不是谣言,0,非谣言
RD-00974,女性有分泌物就是生病是谣言,1,谣言
RD-00975,节食过度会降低代谢，反而难以减肥不是谣言,0,非谣言
RD-00976,每天刷牙多次可以减少食欲是谣言,1,谣言
RD-00977,不吃晚饭减重不靠谱不是谣言,0,非谣言
RD-00978,苹果可以晚上吃。不是谣言,0,非谣言
RD-00979,安全套不影响性功能不会导致早泄不是谣言,0,非谣言
RD-00980,常揉肚子治便秘是谣言,1,谣言
RD-00981,脱脂奶比全脂奶更健康是谣言,1,谣言
RD-00982,只有老人才需要打流感疫苗是谣言,1,谣言
RD-00983,看心理医生是在浪费钱是谣言,1,谣言
RD-00984,艾滋病只能通过体液传播途径如血液性行为等不是谣言,0,非谣言
RD-00985,每日膳食建议控制在合理比例范围内不是谣言,0,非谣言
RD-00986,卧床9小时就是好睡眠是谣言,1,谣言
RD-00987,脸部按摩可瘦脸是谣言,1,谣言
RD-00988,增加蔬菜摄入可以增加饱腹感而不明显增加热量不是谣言,0,非谣言
RD-00989,早期高血压和高血脂可能无症状更应重视不是谣言,0,非谣言
RD-00990,颈动脉斑块需要吃阿司匹林是谣言,1,谣言
RD-00991,胸闷就是心脏病是谣言,1,谣言
RD-00992,心脏病人不能运动是谣言,1,谣言
RD-00993,吃粗粮就不会胖是谣言,1,谣言
RD-00994,睡前沐浴或泡脚可帮助身体降温促进入睡不是谣言,0,非谣言
RD-00995,艾叶能治所有妇科病是谣言,1,谣言
RD-00996,脚底有五脏六腑的反射区是谣言,1,谣言
RD-00997,乳头颜色与性行为无直接关系不是谣言,0,非谣言
RD-00998,红肉就是不健康是谣言,1,谣言
RD-00999,性冷淡说明不爱对方是谣言,1,谣言
RD-01000,跳操出汗越多脂肪减得越快是谣言,1,谣言
RD-01001,用醋洗头可以止痒是谣言,1,谣言
RD-01002,睡觉时绑腹带能减肚子是谣言,1,谣言
RD-01003,疫苗推广由公共数据和循证医学指导不是谣言,0,非谣言
RD-01004,憋尿可以瘦腰是谣言,1,谣言
RD-01005,癌症不会通过接触传播不是谣言,0,非谣言
RD-01006,自慰会导致早泄阳痿是谣言,1,谣言
RD-01007,心理健康教育是公共卫生的重要组成部分不是谣言,0,非谣言
RD-01008,抖音推荐的偏方都有效是谣言,1,谣言
RD-01009,失眠的人都是有心理问题是谣言,1,谣言
RD-01010,女性乳头颜色影响生育力是谣言,1,谣言
RD-01011,美容不是谣言,0,非谣言
RD-01012,喝咖啡会导致心脏病是谣言,1,谣言
RD-01013,发烧是疫苗激发免疫反应的常见表现之一不是谣言,0,非谣言
RD-01014,洗冷水澡能增强免疫力是谣言,1,谣言
RD-01015,力量训练会让人身材变矮是谣言,1,谣言
RD-01016,发烧可能是多种疾病表现应综合判断不是谣言,0,非谣言
RD-01017,感染风险与接触路径与防护相关不是谣言,0,非谣言
RD-01018,维生素C有助免疫但不能防病毒不是谣言,0,非谣言
RD-01019,敷中药面膜需测敏谨慎使用不是谣言,0,非谣言
RD-01020,黑芝麻富含营养但不能改变发色不是谣言,0,非谣言
RD-01021,绿色可放松视觉但不能逆转屈光异常不是谣言,0,非谣言
RD-01022,按摩耳朵可以控制食欲是谣言,1,谣言
RD-01023,肾虚了就要壮阳是谣言,1,谣言
RD-01024,维生素C不能防治感冒但可缩短病程不是谣言,0,非谣言
RD-01025,疫苗成分中常用辅料已被广泛验证安全性不是谣言,0,非谣言
RD-01026,有减重需求的人群：建议饭前吃水果，其富含的膳食纤维能增加饱腹感，有助于控制正餐的进食量。不是谣言,0,非谣言
RD-01027,抑郁症不只是情绪问题也伴随认知功能障碍不是谣言,0,非谣言
RD-01028,微波炉加热食品安全无致癌风险不是谣言,0,非谣言
RD-01029,每天站着能瘦腿是谣言,1,谣言
RD-01030,饮食中完全去糖不可取应学会读懂食品标签不是谣言,0,非谣言
RD-01031,蛋黄富含胆固醇但适量食用不会升高血脂不是谣言,0,非谣言
RD-01032,良性肿瘤和恶性肿瘤差异大需专业诊断不是谣言,0,非谣言
RD-01033,青光眼是视神经病变需长期管理不是谣言,0,非谣言
RD-01034,戴镜不会造成眼球结构变形不是谣言,0,非谣言
RD-01035,多运动就能解决所有心理问题是谣言,1,谣言
RD-01036,深蹲会让腿变粗是谣言,1,谣言
RD-01037,癌症的治疗是复杂的，不能依赖单一饮食方式不是谣言,0,非谣言
RD-01038,心理问题并不意味着无理性不是谣言,0,非谣言
RD-01039,心理问题如不干预可能影响人际与职业表现不是谣言,0,非谣言
RD-01040,流汗越多减脂越快是谣言,1,谣言
RD-01041,不玩手机视力自然变好是谣言,1,谣言
RD-01042,出入疫区的人都带病是谣言,1,谣言
RD-01043,HPV感染也可能通过非性接触传播不是谣言,0,非谣言
RD-01044,电动牙刷正常使用不会伤牙，更不会导致牙齿变薄或牙龈出血。事实上，电动牙刷的振动频率稳定，能够更有效地去除牙菌斑，相比手动牙刷，反而能减少刷牙时的摩擦损伤。不是谣言,0,非谣言
RD-01045,喝牛奶会导致发胖是谣言,1,谣言
RD-01046,高血压是因为气血不通是谣言,1,谣言
RD-01047,绝经后女性仍可享受性快感不是谣言,0,非谣言
RD-01048,饮食控制配合家庭支持能提高减肥成功率不是谣言,0,非谣言
RD-01049,胰岛素本身并没有成瘾性，是否长期使用胰岛素，取决于糖尿病的病情不是谣言,0,非谣言
RD-01050,疫苗可提高机体对特定病毒的识别能力不是谣言,0,非谣言
RD-01051,减肥茶可以长期使用是谣言,1,谣言
RD-01052,运动后应进行冷却和拉伸不是谣言,0,非谣言
RD-01053,癌症发病受遗传环境生活方式多重因素影响不是谣言,0,非谣言
RD-01054,雾化是滥用抗生素，比输液更伤身是谣言,1,谣言
RD-01055,早睡早起的人一定更健康是谣言,1,谣言
RD-01056,脂肪肝通过早期干预，是可以治愈的不是谣言,0,非谣言
RD-01057,豆腐吃多了会结石是谣言,1,谣言
RD-01058,转基因食物有毒是谣言,1,谣言
RD-01059,处女膜无法准确反映性生活历史不是谣言,0,非谣言
RD-01060,仰卧起坐主要锻炼腹直肌并不减脂不是谣言,0,非谣言
RD-01061,白发是精亏需要大补是谣言,1,谣言
RD-01062,吃枸杞对视力调节有辅助但作用有限不是谣言,0,非谣言
RD-01063,清淡饮食=要吃素、少吃肉是谣言,1,谣言
RD-01064,绿豆汤能清肝明目治近视是谣言,1,谣言
RD-01065,感冒传染性最强的时间是出现症状后的前2~3天不是谣言,0,非谣言
RD-01066,跑步前喝咖啡燃脂更高效是谣言,1,谣言
RD-01067,真性近视是不可逆的不是谣言,0,非谣言
RD-01068,运动后立刻坐下最舒服是谣言,1,谣言
RD-01069,血压控制目标因人而异需医生指导不是谣言,0,非谣言
RD-01070,疫苗接种在全球减少数十种传染病流行不是谣言,0,非谣言
RD-01071,做平板支撑能瘦肚子是谣言,1,谣言
RD-01072,喝苏打水降尿酸效果因人而异，长期引用会增加高血压风险不是谣言,0,非谣言
RD-01073,高血脂患者应关注总胆固醇和甘油三酯不是谣言,0,非谣言
RD-01074,孕妇可以适量喝咖啡。不是谣言,0,非谣言
RD-01075,运动后半小时内吃东西不会变胖不是谣言,0,非谣言
RD-01076,科学周期训练应包括休息日不是谣言,0,非谣言
RD-01077,打嗝是因为胃出血是谣言,1,谣言
RD-01078,性病可发生于任何有性行为的人群不是谣言,0,非谣言
RD-01079,只要体质好就不需要疫苗是谣言,1,谣言
RD-01080,艾滋病不会通过蚊子叮咬传播不是谣言,0,非谣言
RD-01081,并非所有刚宰杀的畜肉都是最新鲜的不是谣言,0,非谣言
RD-01082,卧室温度保持18-22℃较适宜睡眠不是谣言,0,非谣言
RD-01083,性病治好后还会遗传是谣言,1,谣言
RD-01084,力量训练不会让人变矮不是谣言,0,非谣言
RD-01085,胸部体积受脂肪与荷尔蒙共同影响不是谣言,0,非谣言
RD-01086,艾灸能替代疫苗增强免疫是谣言,1,谣言
RD-01087,情绪和压力可能影响免疫但非癌症直接成因不是谣言,0,非谣言
RD-01088,让孩子多吃胡萝卜能够很好的预防近视是谣言,1,谣言
RD-01089,脚底按摩能治疗感冒是谣言,1,谣言
RD-01090,小孩配镜越晚越好是谣言,1,谣言
RD-01091,高血压患者只能静养是谣言,1,谣言
RD-01092,早泄常可通过行为治疗和心理干预改善不是谣言,0,非谣言
RD-01093,吃水果不刷牙会得口腔癌是谣言,1,谣言
RD-01094,吃菠菜不能和豆腐一起是谣言,1,谣言
RD-01095,凌晨三点醒来一定是肺不好是谣言,1,谣言
RD-01096,食盐洗脸能除痘印是谣言,1,谣言
RD-01097,控制热量应先从减少高热量低营养密度食品开始不是谣言,0,非谣言
RD-01098,熏醋无科学依据不能防病毒不是谣言,0,非谣言
RD-01099,传染病人不能进学校工作单位是谣言,1,谣言
RD-01100,搓手心能激活全身经络是谣言,1,谣言
RD-01101,针灸和艾灸具有缓解部分症状的辅助作用不是谣言,0,非谣言
RD-01102,戒烟限酒是预防癌症和慢病的重要措施不是谣言,0,非谣言
RD-01103,大规模疫苗接种已根除天花等致命疾病不是谣言,0,非谣言
RD-01104,冷水澡比热水澡更健康是谣言,1,谣言
RD-01105,正确使用加湿器并不会导致肺炎不是谣言,0,非谣言
RD-01106,屋里放洋葱也不能预防感冒。食物相克不科学。不是谣言,0,非谣言
RD-01107,老年人经常撞树锻炼缺乏科学依据，更暗藏多重健康风险。老年人血管弹性下降，脆性增加，撞击可能导致血管内斑块脱落，引发脑梗、心梗等致命疾病。而且撞击力度过大，还易造成肌肉拉伤、颈椎损伤甚至骨折，尤其是骨质疏松、腰肌劳损的老人，风险更高。此外，树木表面粗糙易致皮肤破损，增加感染风险不是谣言,0,非谣言
RD-01108,多洗头可以防传染病是谣言,1,谣言
RD-01109,近视不能靠闭眼或休息自行恢复不是谣言,0,非谣言
RD-01110,嘴唇暗就是血瘀是谣言,1,谣言
RD-01111,得病的人不能运动是谣言,1,谣言
RD-01112,心理治疗在国外和国内都广泛应用不是谣言,0,非谣言
RD-01113,只要月经来了就不会怀孕是谣言,1,谣言
RD-01114,无症状感染者也可能传播病毒不是谣言,0,非谣言
RD-01115,食物发霉了不要吃。不是谣言,0,非谣言
RD-01116,自慰不等于心理疾病不是谣言,0,非谣言
RD-01117,长高靠喝骨头汤是谣言,1,谣言
RD-01118,避孕药吃一次就会不孕是谣言,1,谣言
RD-01119,心理咨询就是讲大道理是谣言,1,谣言
RD-01120,疫苗副作用极少见且多为短暂轻微不是谣言,0,非谣言
RD-01121,酒后洗澡会中风是谣言,1,谣言
RD-01122,眼霜只能25岁之后用是谣言,1,谣言
RD-01123,老年人锻炼可改善骨密度和平衡力不是谣言,0,非谣言
RD-01124,疫苗等于化学毒药是谣言,1,谣言
RD-01125,凌晨两点是最佳创作时间是谣言,1,谣言
RD-01126,跑步后拉伸可缓解紧张与疲劳不是谣言,0,非谣言
RD-01127,避孕药不会导致永久性不孕不是谣言,0,非谣言
RD-01128,肿瘤一动就“散”，不能切是谣言,1,谣言
RD-01129,不穿专业服装就别运动是谣言,1,谣言
RD-01130,疫苗只能短期保护没必要接种是谣言,1,谣言
RD-01131,女人手脚冰凉就是宫寒是谣言,1,谣言
RD-01132,别为了保健喝药酒不是谣言,0,非谣言
RD-01133,只要转移注意力就不会焦虑是谣言,1,谣言
RD-01134,水果含天然糖分摄入仍需适量不是谣言,0,非谣言
RD-01135,喝豆浆会导致乳腺癌是谣言,1,谣言
RD-01136,饭后适当散步有助于消化但不能作为减肥主法不是谣言,0,非谣言
RD-01137,社会对心理问题包容度的提高利于康复不是谣言,0,非谣言
RD-01138,健康饮食建议每天摄入多种蔬菜水果不是谣言,0,非谣言
RD-01139,黄芪当归搭配适用于气血双虚者需医生指导不是谣言,0,非谣言
RD-01140,白天久坐少动可能影响夜间睡眠质量不是谣言,0,非谣言
RD-01141,性病是一种医学疾病不应污名化不是谣言,0,非谣言
RD-01142,疫苗里有芯片是谣言,1,谣言
RD-01143,动感单车适合多数人但应注意关节负荷不是谣言,0,非谣言
RD-01144,晨练应视天气和个体情况合理安排不是谣言,0,非谣言
RD-01145,散瞳检查会让视力变差是谣言,1,谣言
RD-01146,高热量食物吃得快不会发胖是谣言,1,谣言
RD-01147,运动时，裹上保鲜膜会瘦得更快是谣言,1,谣言
RD-01148,补充水分不宜过多、过快，建议遵循少量多次的原则，出汗较多时可适当补充一些盐水。不是谣言,0,非谣言
RD-01149,蛋白质越多越好是谣言,1,谣言
RD-01150,蛋白质摄入不当可能影响肾脏代谢不是谣言,0,非谣言
RD-01151,HPV感染只能通过性传播是谣言,1,谣言
